"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30910,30719,31024,31431,32990,34200,36120,37431,37851,36284,37141,38809,40154,41078,42809,44613,45125,46302,48023,49606
30620,"Lima, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2692586,2735709,2793285,2874538,2939930,3009436,3158160,3309826,3390160,3393604,3484154,3629568,3744061,3731759,3863118,4008896,4075760,4219071,4373564,4481729
30620,"Lima, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,108589,108523,108518,107418,106826,106861,106716,106717,106773,106518,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
30620,"Lima, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24796,25209,25740,26760,27521,28162,29594,31015,31751,31859,32759,34245,35575,35522,36845,38512,39336,40925,42575,43788
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8173645,8355427,8721442,9085907,9452433,9830342,10391045,10976680,11496524,11300935,11691240,12403925,13153624,13193908,13872083,14618323,14952753,15708103,16539079,17098776
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,Population (persons) 1/,268042,271237,274972,279194,281768,285469,288940,292502,296258,299633,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30494,30805,31718,32543,33547,34436,35963,37527,38806,37716,38590,40454,42386,42005,43400,45245,45670,47460,49548,50833
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16770313,17785845,18364474,19407751,20436880,21925186,23211456,24858875,25381695,25345335,25885178,27158355,29033933,28661039,29954103,31013896,31673523,32483575,33355595,34565252
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,612313,618126,624166,631032,639558,648784,661719,671441,681888,691903,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27388,28774,29422,30756,31955,33794,35078,37023,37223,36631,36858,38214,40456,39633,41135,42433,43142,44042,45070,46560
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),1988086,2142844,2195119,2338175,2532696,2605752,2765514,3018203,3331955,3355455,3564862,3822793,3991670,4018403,4250769,4574600,4801766,5144030,5584640,5881417
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,Population (persons) 1/,103211,104294,107180,108819,110813,112580,113321,115901,119394,123048,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19262,20546,20481,21487,22856,23146,24404,26041,27907,27269,28255,29961,31017,30952,32497,34486,35432,37356,39861,41370
30980,"Longview, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6176098,6488858,6598833,6879780,7077540,7705594,8574938,9127394,10489153,9866225,10223575,11211333,11377930,11303292,11860345,11535286,11146264,11351117,11927686,12312747
30980,"Longview, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,256153,257630,259812,261565,263814,265873,269236,271474,274165,278306,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657
30980,"Longview, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24111,25187,25398,26302,26828,28982,31849,33622,38259,35451,36449,39696,40197,39999,41877,40651,39297,39884,41805,42953
31020,"Longview, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2227235,2350594,2356328,2437370,2565232,2750569,2950211,3243082,3419717,3399144,3611372,3658562,3839243,3889914,4060597,4226719,4355998,4582411,4885518,5142891
31020,"Longview, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,92984,93608,94325,94516,95541,96536,99162,100744,101688,102126,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
31020,"Longview, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23953,25111,24981,25788,26850,28493,29751,32191,33630,33284,35282,35760,37764,38331,39892,41037,41589,42904,44923,46503
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),394920233,410553386,421868493,444124296,472917306,503920780,544140051,562034002,570696809,549542158,578372986,616063548,662546329,661248242,703756060,753652141,782242474,812074093,846486801,881215471
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,12392704,12511491,12614158,12696521,12734974,12726428,12670216,12631988,12692740,12774577,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31867,32814,33444,34980,37135,39596,42946,44493,44962,43018,45050,47662,50912,50487,53450,56945,58945,61159,63886,66684
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),33163247,34075905,34721648,35620303,37649943,39127942,41836825,43594536,44696100,43666432,45591845,48150367,51405485,51001056,53650667,56756043,58379717,60506530,63652743,65954660
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Population (persons) 1/,1092810,1100423,1108339,1119435,1129452,1139934,1154352,1169680,1183814,1194945,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30347,30966,31328,31820,33335,34325,36243,37270,37756,36543,37846,39732,42129,41391,43289,45542,46610,48038,50437,52134
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6208548,6362356,6584919,6911926,7122245,7553885,7977618,8476287,8980395,9177919,9835832,10231333,10836972,11222817,11738143,12162612,12467654,12941631,13680735,14233889
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,256651,260015,262680,266338,268466,270478,274419,277466,280321,286236,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24191,24469,25068,25952,26529,27928,29071,30549,32036,32064,33657,34643,36391,37264,38353,39234,39734,40813,42854,44169
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),5819991,5962078,6032197,6267762,6575185,6905113,7384268,7762975,8174665,8113174,8338197,8702466,9041666,9040045,9443971,9734920,9832249,10197185,10619217,10875932
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,228855,229499,230356,232634,234574,238515,243213,246827,249299,251441,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,25431,25979,26186,26943,28030,28950,30361,31451,32791,32267,32961,34236,35357,35198,36611,37522,37738,38948,40394,41265
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5830963,5955380,6229741,6326198,6549116,6770495,7056898,7272855,7500809,7407629,7590079,7986994,7949324,8006073,8356295,8661795,8746728,9065200,9405674,9703865
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,222407,222869,224661,225987,227394,228125,229655,230452,231314,232065,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26218,26721,27730,27994,28801,29679,30728,31559,32427,31920,32688,34322,34156,34625,36262,37694,38171,39589,40967,42191
31460,"Madera, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2354133,2558591,2769668,2978258,3312636,3457218,3642627,3971634,3982879,3863463,4295560,4549836,4805261,4975765,5341934,5472950,5731880,5901022,6133070,6492474
31460,"Madera, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,123587,125581,128369,132738,137106,140313,143622,146067,148359,149234,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
31460,"Madera, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19048,20374,21576,22437,24161,24639,25363,27190,26846,25889,28450,29997,31712,32872,34811,35637,37231,37967,39094,41267
31540,"Madison, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),18241135,19389048,20174861,20873260,21812453,22762076,24321550,25447085,26089278,25625810,26341322,28366282,29762659,30683543,32140252,34207708,35431163,37026055,39325386,41279684
31540,"Madison, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,537485,544773,552305,559138,566363,573036,580296,587711,594452,601715,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865
31540,"Madison, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33938,35591,36528,37331,38513,39722,41912,43299,43888,42588,43423,46263,48026,48950,50745,53433,54645,56507,59591,62087
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14745521,14781967,14882159,15316073,16330794,16752532,17879961,18729319,19275594,18663907,19093904,20163586,21100002,20955970,21718569,22407570,23287695,24199521,25338570,26363623
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Population (persons) 1/,382162,387414,389665,391461,394428,396381,398169,398843,399556,400148,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38584,38155,38192,39125,41404,42264,44905,46959,48243,46643,47609,50062,52183,51707,53327,54788,56615,58566,61111,63218
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2608378,2750571,2812115,2978100,3134635,3256735,3641004,4073551,4522736,4669177,5071745,5418176,5572294,5470577,5623675,5784828,5763056,5818900,5950233,6132748
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Population (persons) 1/,109384,109195,108884,109379,110560,111294,114356,115675,120604,122738,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23846,25190,25827,27227,28352,29262,31839,35215,37501,38042,39462,41440,40458,40138,41453,42228,43008,44194,45181,47072
31860,"Mankato, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2284576,2497623,2582271,2717134,2858610,2953692,3177783,3247051,3363369,3226611,3365978,3684243,3937031,3952445,4181936,4309424,4318545,4497887,4734877,4914860
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Population (persons) 1/,85892,87105,88107,89336,90152,91111,92879,93963,95121,96111,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927
31860,"Mankato, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26598,28674,29308,30415,31709,32419,34214,34557,35359,33572,34757,37855,40176,40447,42383,43442,43153,44548,46614,48219
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3090153,3244244,3358081,3465509,3509062,3535218,3635255,3726820,3865602,3730069,3767011,3979138,4033984,4105807,4286962,4419003,4431478,4585240,4766061,4907564
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,128853,128187,128363,128312,128094,127724,127292,126995,126128,125308,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,23982,25309,26161,27008,27394,27679,28558,29346,30648,29767,30339,32313,32895,33568,35139,36314,36551,38074,39393,40507
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8105800,8744156,9458542,10213085,11089633,12072246,13023872,13901480,15060449,15984950,17084134,18061356,18696793,19350997,20203330,21002404,21470472,22015991,22949668,23815443
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,573216,590067,610520,632475,653779,674982,695352,715264,736694,757468,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,14141,14819,15493,16148,16962,17885,18730,19435,20443,21103,21927,22704,23130,23639,24347,25013,25290,25712,26615,27415
32780,"Medford, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4631585,4962772,5069758,5403489,5695687,5972219,6519086,6729891,6879303,6638916,6760361,7130728,7438436,7562155,8211135,8783198,9264181,9743846,10237971,10669698
32780,"Medford, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,181775,183835,186704,189838,192185,194701,196858,199152,201162,202301,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944
32780,"Medford, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25480,26996,27154,28464,29636,30674,33116,33793,34198,32817,33246,34827,36135,36501,39252,41547,43217,44955,46661,48291
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),35659567,37743704,38649311,39934815,41719649,43301764,46160170,48059447,48419515,46871506,48627283,51153898,53696436,53594324,54895161,56857126,58158688,60282226,62663644,64590483
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Population (persons) 1/,1208223,1216621,1227121,1239341,1250802,1263658,1283389,1293670,1302060,1309030,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29514,31023,31496,32223,33354,34267,35967,37150,37187,35806,36909,38643,40331,40233,41168,42596,43525,45034,46677,47985
32900,"Merced, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4238537,4612103,4916556,5391609,5910685,6136657,6296779,7013386,6823448,6897656,7301531,7923689,8110944,8481612,9393654,9800267,9994614,10390896,10696798,11406396
32900,"Merced, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,212258,218816,225351,231735,237180,242554,245338,248540,250538,252302,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
32900,"Merced, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,19969,21078,21817,23266,24921,25300,25666,28218,27235,27339,28442,30558,31092,32369,35526,36794,37345,38329,39018,41077
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),162831842,171214298,176495025,182591161,197934899,217215771,235969223,245668971,241268655,221036934,239473700,251562531,264462149,262528810,285010621,306032168,312972537,339588933,363413990,375944348
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,5025895,5110780,5197205,5261713,5336368,5411148,5429748,5422987,5454633,5504624,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32399,33501,33960,34702,37092,40142,43459,45301,44232,40155,42890,44381,46027,45087,48357,51269,51682,55505,59151,60966
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2792940,2855592,2896194,2971226,3035777,3149194,3320545,3473533,3644066,3443541,3568513,3790314,4004198,4034373,4139655,4203739,4315852,4473977,4659156,4825145
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,110121,110077,109555,109027,108914,109541,109641,110846,111267,111465,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25362,25942,26436,27252,27873,28749,30286,31337,32751,30893,32016,34050,35975,36208,37049,37928,39156,40731,42363,43910
33220,"Midland, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2645580,2808014,2794246,2899545,3133360,3122140,3252022,3350768,3620056,3486720,3573452,3797485,3789807,3706693,3415791,3351881,3895971,4794515,4524934,4654376
33220,"Midland, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,82913,83576,83664,84012,84058,83930,83693,83600,83605,83639,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156
33220,"Midland, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31908,33598,33398,34513,37276,37199,38857,40081,43300,41688,42719,45313,45267,44311,40912,40065,46702,57548,54371,55972
33260,"Midland, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3869871,5803369,5838541,6384608,6599273,7520124,8190075,8056858,11693159,8668383,10243928,14188622,16248753,17366897,18997438,14861127,12760015,18644941,22679972,23513106
33260,"Midland, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,120280,120877,122371,123717,125144,126963,130287,133448,137060,140948,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603
33260,"Midland, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32174,48011,47712,51607,52733,59231,62862,60375,85314,61501,72251,97780,106681,110176,117133,88473,75295,109131,127283,128766
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),50729272,53368842,54135745,54793421,57035647,59294589,63758963,66062184,67912556,66489247,67895636,71826004,75359894,75092081,77934143,81363823,82794744,85325685,89771409,92079893
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,1502420,1507257,1514251,1519746,1522302,1522391,1523907,1530492,1538232,1549613,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33765,35408,35751,36054,37467,38948,41839,43164,44150,42907,43616,46004,48084,47777,49482,51611,52535,54194,57034,58457
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),112229178,116310993,118203701,123113363,131271075,136156811,143940676,152544928,156618474,148540012,154354201,165504071,175824856,177698320,189756502,199682915,205922804,215180937,227122134,233890054
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1/,3029064,3071250,3100852,3128159,3156700,3183920,3219203,3254350,3285969,3315368,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37051,37871,38120,39356,41585,42764,44713,46874,47663,44803,46214,49062,51623,51645,54587,56992,58194,60179,62914,64255
33540,"Missoula, MT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2399369,2444361,2575676,2737807,2913605,3068190,3346740,3580978,3793230,3860315,3746315,4031319,4306521,4301255,4608495,5134728,5238224,5673031,5908024,6110361
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Population (persons) 1/,96178,97435,98968,99976,100934,102298,104372,106110,107747,108717,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600
33540,"Missoula, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24947,25087,26025,27385,28866,29993,32065,33748,35205,35508,34223,36567,38783,38438,40855,44993,45022,48144,49798,51090
33660,"Mobile, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9154843,9607524,9760288,10001894,10467529,11280821,12443497,12888546,13379057,13090101,13708434,14467861,14421637,14583275,14921414,15567638,15678818,16068405,16657010,17192338
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,418174,418062,416444,415992,415760,416632,420621,423206,426692,429487,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536
33660,"Mobile, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,21892,22981,23437,24043,25177,27076,29584,30455,31355,30478,31810,33613,33464,33850,34619,36095,36330,37319,38709,40025
33700,"Modesto, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10933692,11611418,12227609,12885677,13848266,14393550,15016155,15762807,15958173,15778487,16545238,17294715,18018958,18520025,20154943,21651651,22435251,23200411,23915119,25188224
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,449471,463761,477469,487357,492613,500020,504651,507834,509032,511536,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
33700,"Modesto, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24326,25038,25609,26440,28112,28786,29756,31039,31350,30845,32118,33416,34624,35381,38171,40606,41604,42592,43631,45742
33740,"Monroe, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4573414,4685728,4866405,4949226,5160634,5415661,5768459,6019885,6340500,6517785,6629892,6937642,7124674,7269846,7277295,7578788,7789545,7894937,8249670,8375896
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,200994,200177,200671,201530,201860,201596,203181,202405,202736,203814,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261
33740,"Monroe, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22754,23408,24251,24558,25565,26864,28391,29742,31275,31979,32392,33861,34729,35384,35401,36850,37939,38721,40812,41825
33780,"Monroe, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4354161,4483543,4500139,4650588,4850228,4992893,5144680,5298187,5355365,5053126,5196594,5474117,5656186,5712695,5973360,6300554,6487185,6762911,7040382,7311437
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,146364,147605,148561,149747,151117,152374,153460,153424,152806,152296,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500
33780,"Monroe, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,29749,30375,30292,31056,32096,32767,33525,34533,35047,33180,34203,36134,37507,38049,39863,42186,43492,45252,46881,48581
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9211118,9302862,9719022,10201010,10900568,11424121,12127245,12551790,12795564,12705955,13070002,13661973,13735181,13845430,14223282,14875366,15279590,15751012,16175960,16749561
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,347080,348725,350984,352411,355009,358659,365989,369390,370249,371860,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26539,26677,27691,28946,30705,31852,33136,33980,34559,34169,34842,36379,36640,37009,38084,39841,40869,42095,43365,44870
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2547948,2711742,2864966,2918581,3139828,3394365,3590090,3720689,3964765,4135004,4469039,4713982,4906297,4922613,5210054,5453862,5456276,5741980,6017885,6181584
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Population (persons) 1/,111338,112764,114343,116466,118062,119937,121894,123507,125267,127498,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22885,24048,25056,25060,26595,28301,29453,30125,31651,32432,34296,35529,36393,36210,37920,39372,39140,41129,43231,44458
34100,"Morristown, TN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2723943,2784178,2873066,2981726,3140067,3229568,3377613,3529504,3696676,3694169,3848707,4090830,4192168,4254914,4403431,4640403,4735435,4909219,5164293,5346273
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,123449,124536,124851,126539,127816,129574,131883,134085,135495,136131,136945,137560,137753,137924,138280,139212,139924,140898,141778,142749
34100,"Morristown, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,22065,22356,23012,23564,24567,24925,25611,26323,27283,27137,28104,29739,30432,30850,31844,33333,33843,34842,36425,37452
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2925830,2988240,3065301,3237973,3398320,3610887,3974726,4282873,4530111,4447733,4466693,4681927,4955299,5034845,5317757,5608530,5864530,6221979,6656585,7042338
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,103420,104534,105563,107369,109030,110683,112621,114066,115808,116557,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28291,28586,29038,30157,31169,32624,35293,37547,39117,38159,38195,39820,42096,42576,44327,46138,47447,49436,52072,54505
34620,"Muncie, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3004988,3071814,3067519,3129272,3154928,3191983,3196717,3228798,3319758,3257588,3321544,3470311,3639667,3667609,3814761,3927884,3997455,4130590,4222330,4351803
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,118776,120281,119949,119935,118938,118170,117326,117229,117007,117490,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135
34620,"Muncie, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25300,25539,25574,26091,26526,27012,27246,27543,28372,27727,28229,29434,31101,31392,32748,33929,34563,35842,36942,38129
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4092775,4159287,4186806,4287127,4378094,4517295,4700935,4847268,4928093,4777584,4964769,5193580,5400288,5466398,5759862,6054786,6240268,6419878,6646850,6879677
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,170396,171055,171563,172269,172771,173608,173710,173738,173846,172755,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24019,24315,24404,24886,25340,26020,27062,27900,28347,27655,28880,30546,31737,31731,33438,35111,36024,36971,38289,39637
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6582115,6847479,7004137,7434252,8208881,9059535,10030234,10747583,11154315,11040831,11316565,11872402,12438165,13050332,14085241,15311057,16418302,17496097,18928980,20121637
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Population (persons) 1/,271736,277987,284862,292309,302421,317745,336132,351472,363866,371417,378343,385650,393299,403705,416065,431198,447337,463514,480985,496901
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,24222,24632,24588,25433,27144,28512,29840,30579,30655,29726,29911,30785,31625,32326,33853,35508,36702,37747,39355,40494
34900,"Napa, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4806032,5211017,5298003,5360694,5444685,5759965,6136864,6359725,6405899,6236780,6388392,6730335,7444938,7749903,8396221,9113309,9637180,9882187,9998840,10429596
34900,"Napa, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,124565,126818,128744,130138,130387,130381,131440,132583,134093,135280,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744
34900,"Napa, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38583,41091,41151,41192,41758,44178,46689,47968,47772,46103,46713,48880,53739,55523,59800,64697,68426,70649,72043,75717
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10859890,12201712,12738779,13561771,15649504,18077850,20869500,21838774,21582424,18283821,20182883,21240021,23895153,23522984,26886324,29607837,31162883,33394573,37178408,38252405
