"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","26,875","12.7%","35.5%","44.7%","7.1%","189,230","4.2%","8.6%","32.4%","22.3%","9.2%","15.2%","8.2%","87.3%","23.3%","33,122","85.6%","24.5%","33,209","88.1%","21.5%","76,404","90.0%","24.6%","46,495","83.2%","21.7%","","29.1%","16.0%","12.3%","6.1%","","26,149","16,657","21,326","25,543","35,257","51,640","","4.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,540","17.8%","32.8%","42.3%","7.1%","90,309","4.9%","9.5%","33.2%","21.9%","8.0%","15.1%","7.5%","85.7%","22.6%","16,783","83.7%","20.2%","16,562","86.0%","18.7%","35,805","87.2%","22.8%","21,159","84.4%","27.4%","","24.9%","15.3%","9.7%","7.0%","","31,015","20,371","30,570","30,441","37,095","60,776","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,335","7.5%","38.2%","47.2%","7.1%","98,921","3.5%","7.8%","31.6%","22.8%","10.4%","15.2%","8.7%","88.7%","23.9%","16,339","87.6%","28.9%","16,647","90.3%","24.3%","40,599","92.5%","26.2%","25,336","82.3%","16.9%","","34.1%","16.7%","14.4%","5.3%","","21,351","11,957","17,197","20,770","31,809","46,191","","(X)"
"Napa, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,584","16.1%","30.1%","46.8%","6.9%","92,599","10.3%","6.8%","20.1%","25.4%","9.5%","18.7%","9.2%","82.9%","27.9%","16,231","70.6%","28.2%","18,582","84.6%","20.4%","37,196","88.2%","30.0%","20,590","81.6%","30.7%","","19.9%","12.1%","9.2%","2.8%","","37,285","21,659","30,391","38,326","55,188","61,797","","6.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,132","16.6%","28.8%","49.7%","4.8%","45,188","11.2%","7.6%","21.6%","22.0%","8.9%","18.7%","10.1%","81.2%","28.8%","8,188","64.5%","24.5%","9,317","81.3%","14.8%","18,434","86.7%","31.4%","9,249","85.2%","41.3%","","18.3%","10.5%","10.5%","3.0%","","41,356","28,523","36,094","46,584","65,837","70,981","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,452","15.5%","31.8%","43.1%","9.6%","47,411","9.4%","6.1%","18.7%","28.7%","10.1%","18.7%","8.4%","84.6%","27.1%","8,043","76.9%","32.0%","9,265","87.9%","26.0%","18,762","89.7%","28.5%","11,341","78.8%","22.1%","","21.7%","13.9%","8.1%","2.7%","","32,447","13,222","24,239","34,355","50,029","60,993","","(X)"
"Naples-Marco Island, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,959","31.5%","33.2%","26.8%","8.5%","236,788","6.5%","7.8%","27.4%","20.7%","6.6%","19.1%","12.0%","85.7%","31.1%","31,689","80.2%","19.5%","36,640","79.7%","24.5%","82,907","88.0%","30.8%","85,552","88.1%","38.6%","","33.3%","12.9%","8.4%","4.5%","","26,513","16,987","22,061","29,637","40,874","50,730","","10.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,333","33.9%","35.2%","26.8%","4.0%","114,647","7.1%","9.4%","25.0%","18.9%","5.2%","20.5%","13.9%","83.5%","34.4%","16,758","73.9%","17.0%","18,246","74.3%","20.3%","38,630","87.6%","33.1%","41,013","87.6%","48.9%","","31.0%","10.9%","5.7%","5.3%","","27,330","20,434","22,916","35,595","42,960","65,777","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,626","28.8%","30.8%","26.8%","13.7%","122,141","5.8%","6.4%","29.6%","22.3%","7.8%","17.9%","10.2%","87.8%","28.0%","14,931","87.3%","22.3%","18,394","85.1%","28.6%","44,277","88.4%","28.7%","44,539","88.4%","29.0%","","36.2%","14.4%","10.4%","3.6%","","25,638","13,709","21,130","24,879","38,211","38,494","","(X)"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","156,286","13.9%","31.6%","43.4%","11.2%","1,050,043","4.4%","9.5%","29.0%","20.6%","6.7%","19.1%","10.6%","86.0%","29.7%","235,551","88.8%","33.3%","229,126","88.3%","33.5%","412,484","87.7%","29.5%","172,882","75.3%","20.1%","","30.1%","12.6%","8.8%","4.4%","","32,361","17,061","25,741","31,972","44,088","54,976","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77,506","15.6%","35.2%","40.8%","8.4%","503,269","4.5%","10.6%","29.2%","20.1%","5.7%","19.5%","10.4%","84.9%","29.9%","116,312","86.8%","27.3%","112,889","85.4%","31.7%","200,539","86.6%","32.2%","73,529","76.9%","25.2%","","26.7%","11.3%","6.7%","3.9%","","37,301","20,598","30,266","37,287","54,544","69,753","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","78,780","12.2%","28.0%","45.9%","13.9%","546,774","4.4%","8.5%","28.9%","21.0%","7.7%","18.8%","10.7%","87.0%","29.5%","119,239","90.7%","39.2%","116,237","91.1%","35.3%","211,945","88.8%","26.9%","99,353","74.1%","16.3%","","33.8%","13.8%","10.5%","4.9%","","28,901","13,035","21,588","28,205","37,287","47,751","","(X)"
"New Bern, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,196","14.0%","37.9%","43.8%","4.3%","85,396","5.1%","7.7%","30.3%","26.0%","10.1%","15.0%","5.7%","87.1%","20.7%","16,495","88.8%","16.9%","14,829","88.1%","19.4%","33,220","89.3%","18.9%","20,852","81.7%","27.3%","","36.6%","15.6%","10.0%","4.7%","","25,912","10,103","23,310","26,143","37,025","51,858","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,882","17.6%","44.3%","36.5%","1.6%","42,058","5.7%","8.8%","33.9%","24.9%","7.7%","13.5%","5.5%","85.5%","19.0%","9,284","83.2%","12.2%","7,784","83.3%","17.4%","15,767","88.5%","14.4%","9,223","84.5%","35.1%","","26.1%","10.9%","7.4%","3.9%","","33,166","13,250","31,555","37,470","47,448","104,162","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,314","9.4%","30.0%","52.9%","7.6%","43,338","4.6%","6.7%","26.8%","27.1%","12.5%","16.4%","5.8%","88.7%","22.3%","7,211","96.0%","22.9%","7,045","93.4%","21.5%","17,453","90.0%","23.0%","11,629","79.4%","21.2%","","48.7%","21.2%","11.9%","5.4%","","21,018","6,990","17,063","21,678","24,828","44,940","","(X)"
"New Castle, PA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,436","13.1%","33.0%","38.9%","15.0%","64,049","3.3%","8.8%","45.4%","16.1%","8.0%","12.9%","5.5%","87.9%","18.4%","9,637","89.6%","23.1%","10,632","91.7%","27.9%","26,582","92.3%","15.5%","17,198","77.8%","14.4%","","20.8%","17.4%","7.9%","1.5%","","28,382","22,152","21,547","30,254","41,336","51,616","","9.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,903","18.2%","34.1%","29.8%","17.9%","30,140","4.8%","8.3%","44.0%","17.0%","7.4%","13.5%","5.1%","86.9%","18.5%","4,811","87.0%","19.2%","5,286","89.3%","20.5%","12,963","92.0%","16.8%","7,080","75.6%","19.7%","","19.4%","16.5%","3.9%","1.8%","","35,264","22,781","31,533","34,198","47,139","41,691","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,533","7.4%","31.8%","49.0%","11.7%","33,909","2.0%","9.2%","46.6%","15.4%","8.6%","12.5%","5.8%","88.8%","18.3%","4,826","92.2%","27.0%","5,346","94.0%","35.2%","13,619","92.6%","14.1%","10,118","79.4%","10.7%","","22.2%","18.2%","11.5%","1.3%","","21,447","12,435","13,377","26,112","29,214","55,640","","(X)"
"New Haven-Milford, CT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","86,218","14.2%","27.6%","43.1%","15.0%","584,631","4.6%","7.4%","31.2%","18.5%","6.6%","17.4%","14.3%","88.1%","31.8%","108,257","90.1%","39.8%","113,604","91.2%","33.3%","238,523","90.3%","33.0%","124,247","79.1%","21.0%","","22.3%","11.2%","7.1%","3.9%","","40,625","20,815","31,049","38,009","52,151","70,644","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,769","16.5%","31.9%","37.5%","14.1%","274,365","4.8%","7.4%","31.5%","18.1%","5.2%","18.5%","14.6%","87.8%","33.1%","53,069","88.8%","35.8%","55,205","90.6%","32.6%","114,755","89.6%","34.3%","51,336","79.5%","28.0%","","18.9%","9.7%","4.9%","4.2%","","48,509","21,876","37,325","46,712","62,185","84,305","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43,449","11.9%","23.5%","48.6%","16.0%","310,266","4.4%","7.3%","30.9%","18.9%","7.9%","16.5%","14.1%","88.3%","30.6%","55,188","91.3%","43.7%","58,399","91.7%","33.9%","123,768","91.0%","31.8%","72,911","78.8%","16.0%","","25.4%","12.6%","8.8%","3.5%","","33,386","17,646","25,297","31,462","45,645","59,977","","(X)"
"New Iberia, LA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,827","25.7%","44.3%","30.0%","0.0%","45,381","8.5%","15.9%","39.4%","16.0%","3.9%","11.8%","4.6%","75.6%","16.4%","7,826","74.2%","16.3%","9,033","77.7%","21.7%","19,929","78.8%","14.5%","8,593","67.6%","15.5%","","34.0%","12.2%","20.4%","5.8%","","30,125","22,506","24,692","26,533","42,062","41,680","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,560","27.9%","47.5%","24.6%","0.0%","21,266","8.5%","18.7%","40.7%","15.6%","3.0%","11.0%","2.6%","72.8%","13.5%","3,469","71.9%","13.4%","4,624","76.8%","13.3%","9,363","78.3%","13.7%","3,810","55.3%","13.4%","","20.5%","4.9%","8.5%","11.7%","","40,490","38,165","38,933","45,496","45,922","41,836","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,267","22.7%","39.8%","37.5%","0.0%","24,115","8.5%","13.3%","38.2%","16.3%","4.7%","12.6%","6.4%","78.1%","19.0%","4,357","76.1%","18.5%","4,409","78.6%","30.6%","10,566","79.2%","15.2%","4,783","77.4%","17.2%","","47.6%","19.1%","29.9%","2.1%","","19,950","15,084","17,842","18,367","41,086","39,973","","(X)"
"New Orleans-Metairie-Kenner, LA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","115,767","22.1%","29.6%","37.6%","10.7%","784,179","5.5%","10.4%","29.9%","21.9%","5.6%","17.5%","9.3%","84.1%","26.8%","167,046","85.4%","31.1%","150,429","86.8%","28.2%","323,342","85.7%","27.0%","143,362","76.3%","19.7%","","27.2%","15.4%","11.4%","5.0%","","33,205","18,279","26,715","32,053","46,904","55,621","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","58,238","23.5%","34.5%","32.1%","9.9%","373,732","6.3%","11.2%","29.9%","22.1%","4.6%","16.8%","9.2%","82.5%","25.9%","81,678","82.1%","26.2%","74,144","85.1%","26.2%","157,205","83.7%","26.0%","60,705","76.9%","24.9%","","21.9%","13.3%","8.4%","4.9%","","40,624","23,396","33,518","40,611","52,287","70,676","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57,529","20.6%","24.6%","43.2%","11.7%","410,447","4.8%","9.7%","29.9%","21.7%","6.5%","18.1%","9.4%","85.6%","27.5%","85,368","88.5%","35.8%","76,285","88.5%","30.1%","166,137","87.6%","28.0%","82,657","75.8%","15.8%","","33.0%","17.3%","13.8%","5.1%","","27,959","12,436","21,675","26,616","41,274","50,695","","(X)"
"New Philadelphia-Dover, OH Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,003","24.4%","27.7%","40.6%","7.3%","63,756","4.8%","7.9%","52.0%","13.0%","4.6%","10.1%","7.6%","87.3%","17.8%","11,305","89.5%","24.6%","11,139","94.0%","24.8%","26,206","89.3%","17.1%","15,106","77.2%","8.7%","","20.1%","11.6%","10.6%","3.7%","","27,845","20,150","23,487","31,952","37,047","50,940","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,434","29.7%","36.2%","25.5%","8.6%","30,571","4.9%","7.2%","53.5%","13.5%","3.4%","11.7%","5.8%","87.9%","17.5%","5,490","82.8%","21.0%","5,633","95.1%","21.5%","12,982","91.0%","17.3%","6,466","80.0%","11.5%","","22.0%","10.5%","1.5%","1.1%","","34,954","25,705","28,311","40,167","41,025","54,035","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,569","19.3%","19.6%","55.2%","6.0%","33,185","4.8%","8.5%","50.6%","12.4%","5.6%","8.7%","9.3%","86.7%","18.0%","5,815","95.7%","27.9%","5,506","92.9%","28.1%","13,224","87.7%","16.9%","8,640","75.1%","6.5%","","18.5%","12.7%","18.3%","6.0%","","22,915","14,357","18,900","28,173","32,244","49,479","","(X)"
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,785,537","15.8%","25.9%","42.2%","16.1%","12,827,789","7.8%","7.5%","26.6%","15.7%","6.3%","21.3%","14.6%","84.7%","36.0%","2,692,949","88.4%","44.4%","2,655,592","87.1%","39.7%","4,997,018","86.3%","35.1%","2,482,230","74.8%","24.6%","","26.2%","13.2%","9.2%","4.6%","","41,305","20,294","30,319","38,875","55,367","75,577","","6.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","903,005","18.8%","27.9%","40.8%","12.5%","6,005,906","7.8%","7.7%","26.4%","16.4%","5.6%","21.5%","14.6%","84.5%","36.2%","1,319,073","87.0%","39.6%","1,292,981","85.8%","37.4%","2,377,210","85.9%","36.0%","1,016,642","76.4%","30.7%","","20.9%","11.0%","7.1%","4.2%","","47,171","22,501","35,354","45,951","65,711","91,849","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","882,532","12.8%","23.8%","43.7%","19.7%","6,821,883","7.9%","7.3%","26.9%","15.1%","7.0%","21.2%","14.6%","84.8%","35.8%","1,373,876","89.8%","48.9%","1,362,611","88.4%","41.8%","2,619,808","86.6%","34.3%","1,465,588","73.7%","20.4%","","30.8%","15.1%","11.1%","5.0%","","36,231","16,081","25,232","32,497","48,772","64,511","","(X)"
"Niles-Benton Harbor, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,545","17.0%","38.8%","39.8%","4.4%","106,657","4.6%","7.9%","33.1%","23.2%","9.2%","13.6%","8.4%","87.5%","22.1%","17,159","89.1%","19.9%","19,165","88.4%","26.4%","44,832","90.6%","23.5%","25,501","80.5%","17.9%","","30.2%","15.5%","9.2%","2.4%","","27,623","15,801","23,188","28,000","44,515","58,799","","3.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,778","17.0%","47.9%","32.9%","2.2%","50,648","5.2%","7.6%","34.1%","21.5%","9.3%","13.7%","8.7%","87.2%","22.3%","8,475","88.9%","17.9%","9,273","85.6%","24.1%","21,952","90.8%","23.4%","10,948","80.3%","22.3%","","25.9%","13.7%","6.3%","1.7%","","33,780","18,040","27,952","36,212","59,109","71,777","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,767","16.9%","29.7%","46.6%","6.7%","56,009","4.1%","8.1%","32.2%","24.6%","9.1%","13.6%","8.2%","87.8%","21.8%","8,684","89.3%","21.9%","9,892","91.0%","28.5%","22,880","90.4%","23.6%","14,553","80.7%","14.5%","","34.4%","17.4%","11.6%","3.1%","","21,362","12,604","19,696","21,906","21,808","50,880","","(X)"
"North Port-Bradenton-Sarasota, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,004","24.9%","40.8%","31.0%","3.3%","531,556","3.7%","7.1%","32.8%","21.2%","8.4%","16.1%","10.7%","89.2%","26.9%","63,462","83.4%","18.0%","74,793","86.1%","25.2%","199,698","91.9%","29.1%","193,603","89.6%","28.1%","","24.6%","12.9%","9.1%","4.9%","","28,401","16,800","25,225","27,192","41,624","50,335","","5.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,746","31.9%","39.5%","26.7%","1.9%","249,872","3.9%","7.3%","32.1%","20.5%","6.9%","17.0%","12.2%","88.8%","29.2%","32,770","82.4%","13.4%","36,114","84.3%","23.1%","92,884","92.2%","31.4%","88,104","89.5%","35.3%","","21.3%","12.8%","8.8%","4.2%","","30,614","19,290","28,694","29,109","46,728","52,479","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,258","17.4%","42.1%","35.7%","4.7%","281,684","3.5%","6.9%","33.4%","21.8%","9.6%","15.4%","9.4%","89.6%","24.7%","30,692","84.5%","22.8%","38,679","87.9%","27.1%","106,814","91.7%","27.1%","105,499","89.6%","22.1%","","27.8%","12.9%","9.4%","5.6%","","26,470","11,688","22,143","25,950","39,628","47,397","","(X)"
"North Wilkesboro, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,200","28.1%","29.5%","36.6%","5.8%","48,584","7.0%","16.7%","32.2%","22.5%","8.0%","9.5%","4.1%","76.3%","13.6%","7,779","81.6%","13.9%","8,462","80.5%","12.3%","20,730","82.9%","17.6%","11,613","58.0%","7.2%","","29.8%","17.4%","12.4%","7.0%","","24,591","17,693","24,331","26,205","22,285","47,907","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,479","33.7%","23.3%","31.0%","11.9%","23,553","8.1%","19.6%","33.9%","20.5%","7.5%","6.3%","4.1%","72.3%","10.4%","4,193","80.2%","10.2%","4,196","64.2%","4.6%","10,109","80.7%","15.2%","5,055","55.8%","5.9%","","24.7%","16.0%","15.0%","8.5%","","26,224","18,632","26,400","31,217","17,163","76,940","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,721","23.0%","35.1%","41.7%","0.2%","25,031","5.9%","14.0%","30.5%","24.5%","8.4%","12.5%","4.1%","80.0%","16.6%","3,586","83.2%","18.2%","4,266","96.6%","19.7%","10,621","84.9%","19.9%","6,558","59.6%","8.3%","","36.4%","18.8%","10.3%","6.1%","","22,017","14,856","22,130","22,232","23,208","37,135","","(X)"
"Norwich-New London, CT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","27,002","9.3%","36.1%","41.0%","13.7%","187,795","3.1%","7.2%","30.8%","21.0%","7.8%","15.7%","14.5%","89.7%","30.1%","31,999","89.4%","32.4%","35,736","89.2%","29.3%","80,144","93.1%","33.7%","39,916","83.7%","21.9%","","18.8%","11.0%","7.7%","1.9%","","40,316","24,598","31,362","36,893","53,342","75,914","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,361","8.9%","41.2%","38.0%","11.9%","91,194","3.4%","8.4%","30.2%","21.5%","6.5%","16.7%","13.5%","88.3%","30.2%","16,746","88.3%","28.2%","17,882","87.6%","28.2%","39,520","90.9%","34.1%","17,046","82.9%","25.1%","","20.3%","7.6%","5.1%","1.1%","","46,901","31,051","39,508","42,344","61,436","95,991","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,641","9.8%","29.3%","44.9%","16.0%","96,601","2.8%","6.1%","31.5%","20.5%","9.0%","14.7%","15.4%","91.1%","30.1%","15,253","90.7%","37.0%","17,854","90.9%","30.4%","40,624","95.3%","33.3%","22,870","84.2%","19.5%","","16.8%","14.0%","9.9%","2.7%","","31,713","22,394","21,329","30,457","40,959","66,309","","(X)"
"Oak Harbor, WA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,911","7.5%","39.2%","51.2%","2.1%","55,424","0.9%","2.9%","23.5%","30.0%","9.8%","21.2%","11.8%","96.2%","33.0%","9,528","93.8%","29.4%","7,897","98.7%","30.4%","23,691","97.2%","34.2%","14,308","94.7%","34.9%","","0.0%","8.1%","6.2%","7.9%","","33,241","19,702","28,292","30,388","45,279","51,170","","4.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,242","6.4%","48.4%","42.3%","2.9%","27,310","0.4%","2.6%","24.7%","32.8%","10.1%","18.4%","11.1%","97.0%","29.5%","5,377","94.9%","22.1%","3,990","98.4%","21.8%","11,255","97.5%","30.5%","6,688","97.2%","38.3%","","0.0%","10.9%","4.8%","4.1%","","40,414","45,382","35,443","35,793","64,132","74,118","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,669","8.5%","31.1%","59.1%","1.3%","28,114","1.4%","3.2%","22.3%","27.2%","9.5%","24.0%","12.4%","95.4%","36.4%","4,151","92.5%","38.9%","3,907","99.0%","39.2%","12,436","97.0%","37.5%","7,620","92.5%","31.9%","","0.0%","5.1%","7.8%","10.9%","","26,038","10,647","20,270","21,506","36,213","44,721","","(X)"
"Ocala, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
