"GEO_ID","id"
"S1501_C05_002E","Female!!Estimate!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C05_002M","Female!!Margin of Error!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C05_003E","Female!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_003M","Female!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C05_004E","Female!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_004M","Female!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C05_005E","Female!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_005M","Female!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C05_006E","Female!!Estimate!!Population 25 years and over"
"S1501_C05_006M","Female!!Margin of Error!!Population 25 years and over"
"S1501_C05_007E","Female!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_007M","Female!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C05_008E","Female!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_008M","Female!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C05_009E","Female!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_009M","Female!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C05_010E","Female!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C05_010M","Female!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C05_011E","Female!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C05_011M","Female!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C05_012E","Female!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_012M","Female!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C05_013E","Female!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C05_013M","Female!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C05_014E","Female!!Estimate!!Percent high school graduate or higher"
"S1501_C05_014M","Female!!Margin of Error!!Percent high school graduate or higher"
"S1501_C05_015E","Female!!Estimate!!Percent bachelor's degree or higher"
"S1501_C05_015M","Female!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C05_016E","Female!!Estimate!!Population 25 to 34 years"
"S1501_C05_016M","Female!!Margin of Error!!Population 25 to 34 years"
"S1501_C05_017E","Female!!Estimate!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C05_017M","Female!!Margin of Error!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C05_018E","Female!!Estimate!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C05_018M","Female!!Margin of Error!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C05_019E","Female!!Estimate!!Population 35 to 44 years"
"S1501_C05_019M","Female!!Margin of Error!!Population 35 to 44 years"
"S1501_C05_020E","Female!!Estimate!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C05_020M","Female!!Margin of Error!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C05_021E","Female!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C05_021M","Female!!Margin of Error!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C05_022E","Female!!Estimate!!Population 45 to 64 years"
"S1501_C05_022M","Female!!Margin of Error!!Population 45 to 64 years"
"S1501_C05_023E","Female!!Estimate!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C05_023M","Female!!Margin of Error!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C05_024E","Female!!Estimate!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C05_024M","Female!!Margin of Error!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C05_025E","Female!!Estimate!!Population 65 years and over"
"S1501_C05_025M","Female!!Margin of Error!!Population 65 years and over"
"S1501_C05_026E","Female!!Estimate!!Population 65 years and over!!High school graduate or higher"
"S1501_C05_026M","Female!!Margin of Error!!Population 65 years and over!!High school graduate or higher"
"S1501_C05_027E","Female!!Estimate!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C05_027M","Female!!Margin of Error!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C05_028E","Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C05_028M","Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C05_029E","Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C05_029M","Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C05_030E","Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C05_030M","Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C05_031E","Female!!Estimate!!White alone, not Hispanic or Latino"
"S1501_C05_031M","Female!!Margin of Error!!White alone, not Hispanic or Latino"
"S1501_C05_032E","Female!!Estimate!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C05_032M","Female!!Margin of Error!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C05_033E","Female!!Estimate!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C05_033M","Female!!Margin of Error!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C05_034E","Female!!Estimate!!Black alone"
"S1501_C05_034M","Female!!Margin of Error!!Black alone"
"S1501_C05_035E","Female!!Estimate!!Black alone!!High school graduate or higher"
"S1501_C05_035M","Female!!Margin of Error!!Black alone!!High school graduate or higher"
"S1501_C05_036E","Female!!Estimate!!Black alone!!Bachelor's degree or higher"
"S1501_C05_036M","Female!!Margin of Error!!Black alone!!Bachelor's degree or higher"
"S1501_C05_037E","Female!!Estimate!!American Indian or Alaska Native alone"
"S1501_C05_037M","Female!!Margin of Error!!American Indian or Alaska Native alone"
"S1501_C05_038E","Female!!Estimate!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C05_038M","Female!!Margin of Error!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C05_039E","Female!!Estimate!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C05_039M","Female!!Margin of Error!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C05_040E","Female!!Estimate!!Asian alone"
"S1501_C05_040M","Female!!Margin of Error!!Asian alone"
"S1501_C05_041E","Female!!Estimate!!Asian alone!!High school graduate or higher"
"S1501_C05_041M","Female!!Margin of Error!!Asian alone!!High school graduate or higher"
"S1501_C05_042E","Female!!Estimate!!Asian alone!!Bachelor's degree or higher"
"S1501_C05_042M","Female!!Margin of Error!!Asian alone!!Bachelor's degree or higher"
"S1501_C05_043E","Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C05_043M","Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C05_044E","Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C05_044M","Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C05_045E","Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C05_045M","Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C05_046E","Female!!Estimate!!Some other race alone"
"S1501_C05_046M","Female!!Margin of Error!!Some other race alone"
"S1501_C05_047E","Female!!Estimate!!Some other race alone!!High school graduate or higher"
"S1501_C05_047M","Female!!Margin of Error!!Some other race alone!!High school graduate or higher"
"S1501_C05_048E","Female!!Estimate!!Some other race alone!!Bachelor's degree or higher"
"S1501_C05_048M","Female!!Margin of Error!!Some other race alone!!Bachelor's degree or higher"
"S1501_C05_049E","Female!!Estimate!!Two or more races"
"S1501_C05_049M","Female!!Margin of Error!!Two or more races"
"S1501_C05_050E","Female!!Estimate!!Two or more races!!High school graduate or higher"
"S1501_C05_050M","Female!!Margin of Error!!Two or more races!!High school graduate or higher"
"S1501_C05_051E","Female!!Estimate!!Two or more races!!Bachelor's degree or higher"
"S1501_C05_051M","Female!!Margin of Error!!Two or more races!!Bachelor's degree or higher"
"S1501_C05_052E","Female!!Estimate!!Hispanic or Latino Origin"
"S1501_C05_052M","Female!!Margin of Error!!Hispanic or Latino Origin"
"S1501_C05_053E","Female!!Estimate!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C05_053M","Female!!Margin of Error!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C05_054E","Female!!Estimate!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C05_054M","Female!!Margin of Error!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C05_055E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C05_055M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C05_056E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C05_056M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C05_057E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C05_057M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C05_058E","Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C05_058M","Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C05_059E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C05_059M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C05_060E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C05_060M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C05_061E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C05_061M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C05_062E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C05_062M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C05_063E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C05_063M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C05_064E","Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C05_064M","Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C06_001E","Percent Female!!Estimate!!Population 18 to 24 years"
"S1501_C06_001M","Percent Female!!Margin of Error!!Population 18 to 24 years"
"S1501_C06_002E","Percent Female!!Estimate!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C06_002M","Percent Female!!Margin of Error!!Population 18 to 24 years!!Less than high school graduate"
"S1501_C06_003E","Percent Female!!Estimate!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_003M","Percent Female!!Margin of Error!!Population 18 to 24 years!!High school graduate (includes equivalency)"
"S1501_C06_004E","Percent Female!!Estimate!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_004M","Percent Female!!Margin of Error!!Population 18 to 24 years!!Some college or associate's degree"
"S1501_C06_005E","Percent Female!!Estimate!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_005M","Percent Female!!Margin of Error!!Population 18 to 24 years!!Bachelor's degree or higher"
"S1501_C06_006E","Percent Female!!Estimate!!Population 25 years and over"
"S1501_C06_006M","Percent Female!!Margin of Error!!Population 25 years and over"
"S1501_C06_007E","Percent Female!!Estimate!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_007M","Percent Female!!Margin of Error!!Population 25 years and over!!Less than 9th grade"
"S1501_C06_008E","Percent Female!!Estimate!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_008M","Percent Female!!Margin of Error!!Population 25 years and over!!9th to 12th grade, no diploma"
"S1501_C06_009E","Percent Female!!Estimate!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_009M","Percent Female!!Margin of Error!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1501_C06_010E","Percent Female!!Estimate!!Population 25 years and over!!Some college, no degree"
"S1501_C06_010M","Percent Female!!Margin of Error!!Population 25 years and over!!Some college, no degree"
"S1501_C06_011E","Percent Female!!Estimate!!Population 25 years and over!!Associate's degree"
"S1501_C06_011M","Percent Female!!Margin of Error!!Population 25 years and over!!Associate's degree"
"S1501_C06_012E","Percent Female!!Estimate!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_012M","Percent Female!!Margin of Error!!Population 25 years and over!!Bachelor's degree"
"S1501_C06_013E","Percent Female!!Estimate!!Population 25 years and over!!Graduate or professional degree"
"S1501_C06_013M","Percent Female!!Margin of Error!!Population 25 years and over!!Graduate or professional degree"
"S1501_C06_014E","Percent Female!!Estimate!!Percent high school graduate or higher"
"S1501_C06_014M","Percent Female!!Margin of Error!!Percent high school graduate or higher"
"S1501_C06_015E","Percent Female!!Estimate!!Percent bachelor's degree or higher"
"S1501_C06_015M","Percent Female!!Margin of Error!!Percent bachelor's degree or higher"
"S1501_C06_016E","Percent Female!!Estimate!!Population 25 to 34 years"
"S1501_C06_016M","Percent Female!!Margin of Error!!Population 25 to 34 years"
"S1501_C06_017E","Percent Female!!Estimate!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C06_017M","Percent Female!!Margin of Error!!Population 25 to 34 years!!High school graduate or higher"
"S1501_C06_018E","Percent Female!!Estimate!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C06_018M","Percent Female!!Margin of Error!!Population 25 to 34 years!!Bachelor's degree or higher"
"S1501_C06_019E","Percent Female!!Estimate!!Population 35 to 44 years"
"S1501_C06_019M","Percent Female!!Margin of Error!!Population 35 to 44 years"
"S1501_C06_020E","Percent Female!!Estimate!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C06_020M","Percent Female!!Margin of Error!!Population 35 to 44 years!!High school graduate or higher"
"S1501_C06_021E","Percent Female!!Estimate!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C06_021M","Percent Female!!Margin of Error!!Population 35 to 44 years!!Bachelor's degree or higher"
"S1501_C06_022E","Percent Female!!Estimate!!Population 45 to 64 years"
"S1501_C06_022M","Percent Female!!Margin of Error!!Population 45 to 64 years"
"S1501_C06_023E","Percent Female!!Estimate!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C06_023M","Percent Female!!Margin of Error!!Population 45 to 64 years!!High school graduate or higher"
"S1501_C06_024E","Percent Female!!Estimate!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C06_024M","Percent Female!!Margin of Error!!Population 45 to 64 years!!Bachelor's degree or higher"
"S1501_C06_025E","Percent Female!!Estimate!!Population 65 years and over"
"S1501_C06_025M","Percent Female!!Margin of Error!!Population 65 years and over"
"S1501_C06_026E","Percent Female!!Estimate!!Population 65 years and over!!High school graduate or higher"
"S1501_C06_026M","Percent Female!!Margin of Error!!Population 65 years and over!!High school graduate or higher"
"S1501_C06_027E","Percent Female!!Estimate!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C06_027M","Percent Female!!Margin of Error!!Population 65 years and over!!Bachelor's degree or higher"
"S1501_C06_028E","Percent Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C06_028M","Percent Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone"
"S1501_C06_029E","Percent Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C06_029M","Percent Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher"
"S1501_C06_030E","Percent Female!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C06_030M","Percent Female!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher"
"S1501_C06_031E","Percent Female!!Estimate!!White alone, not Hispanic or Latino"
"S1501_C06_031M","Percent Female!!Margin of Error!!White alone, not Hispanic or Latino"
"S1501_C06_032E","Percent Female!!Estimate!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C06_032M","Percent Female!!Margin of Error!!White alone, not Hispanic or Latino!!High school graduate or higher"
"S1501_C06_033E","Percent Female!!Estimate!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C06_033M","Percent Female!!Margin of Error!!White alone, not Hispanic or Latino!!Bachelor's degree or higher"
"S1501_C06_034E","Percent Female!!Estimate!!Black alone"
"S1501_C06_034M","Percent Female!!Margin of Error!!Black alone"
"S1501_C06_035E","Percent Female!!Estimate!!Black alone!!High school graduate or higher"
"S1501_C06_035M","Percent Female!!Margin of Error!!Black alone!!High school graduate or higher"
"S1501_C06_036E","Percent Female!!Estimate!!Black alone!!Bachelor's degree or higher"
"S1501_C06_036M","Percent Female!!Margin of Error!!Black alone!!Bachelor's degree or higher"
"S1501_C06_037E","Percent Female!!Estimate!!American Indian or Alaska Native alone"
"S1501_C06_037M","Percent Female!!Margin of Error!!American Indian or Alaska Native alone"
"S1501_C06_038E","Percent Female!!Estimate!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C06_038M","Percent Female!!Margin of Error!!American Indian or Alaska Native alone!!High school graduate or higher"
"S1501_C06_039E","Percent Female!!Estimate!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C06_039M","Percent Female!!Margin of Error!!American Indian or Alaska Native alone!!Bachelor's degree or higher"
"S1501_C06_040E","Percent Female!!Estimate!!Asian alone"
"S1501_C06_040M","Percent Female!!Margin of Error!!Asian alone"
"S1501_C06_041E","Percent Female!!Estimate!!Asian alone!!High school graduate or higher"
"S1501_C06_041M","Percent Female!!Margin of Error!!Asian alone!!High school graduate or higher"
"S1501_C06_042E","Percent Female!!Estimate!!Asian alone!!Bachelor's degree or higher"
"S1501_C06_042M","Percent Female!!Margin of Error!!Asian alone!!Bachelor's degree or higher"
"S1501_C06_043E","Percent Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C06_043M","Percent Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone"
"S1501_C06_044E","Percent Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C06_044M","Percent Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher"
"S1501_C06_045E","Percent Female!!Estimate!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C06_045M","Percent Female!!Margin of Error!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher"
"S1501_C06_046E","Percent Female!!Estimate!!Some other race alone"
"S1501_C06_046M","Percent Female!!Margin of Error!!Some other race alone"
"S1501_C06_047E","Percent Female!!Estimate!!Some other race alone!!High school graduate or higher"
"S1501_C06_047M","Percent Female!!Margin of Error!!Some other race alone!!High school graduate or higher"
"S1501_C06_048E","Percent Female!!Estimate!!Some other race alone!!Bachelor's degree or higher"
"S1501_C06_048M","Percent Female!!Margin of Error!!Some other race alone!!Bachelor's degree or higher"
"S1501_C06_049E","Percent Female!!Estimate!!Two or more races"
"S1501_C06_049M","Percent Female!!Margin of Error!!Two or more races"
"S1501_C06_050E","Percent Female!!Estimate!!Two or more races!!High school graduate or higher"
"S1501_C06_050M","Percent Female!!Margin of Error!!Two or more races!!High school graduate or higher"
"S1501_C06_051E","Percent Female!!Estimate!!Two or more races!!Bachelor's degree or higher"
"S1501_C06_051M","Percent Female!!Margin of Error!!Two or more races!!Bachelor's degree or higher"
"S1501_C06_052E","Percent Female!!Estimate!!Hispanic or Latino Origin"
"S1501_C06_052M","Percent Female!!Margin of Error!!Hispanic or Latino Origin"
"S1501_C06_053E","Percent Female!!Estimate!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C06_053M","Percent Female!!Margin of Error!!Hispanic or Latino Origin!!High school graduate or higher"
"S1501_C06_054E","Percent Female!!Estimate!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C06_054M","Percent Female!!Margin of Error!!Hispanic or Latino Origin!!Bachelor's degree or higher"
"S1501_C06_055E","Percent Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C06_055M","Percent Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate"
"S1501_C06_056E","Percent Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C06_056M","Percent Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)"
"S1501_C06_057E","Percent Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C06_057M","Percent Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree"
"S1501_C06_058E","Percent Female!!Estimate!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C06_058M","Percent Female!!Margin of Error!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher"
"S1501_C06_059E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C06_059M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings"
"S1501_C06_060E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C06_060M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate"
"S1501_C06_061E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C06_061M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)"
"S1501_C06_062E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C06_062M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree"
"S1501_C06_063E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C06_063M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree"
"S1501_C06_064E","Percent Female!!Estimate!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"S1501_C06_064M","Percent Female!!Margin of Error!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
