"id","state_abbr","year","offense_code","offense_name","agencies","population","total_male","total_female","m_18","m_19","m_20","m_21","m_22","m_23","m_24","m_25_29","m_30_34","m_35_39","m_40_44","m_45_49","m_50_54","m_55_59","m_60_64","m_65p","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25_29","f_30_34","f_35_39","f_40_44","f_45_49","f_50_54","f_55_59","f_60_64","f_65p","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
816,,2009,"ASR_BRG","Burglary",12923,247547472,151679,28955,17457,14821,11241,9233,7726,6712,5960,24216,15238,12148,10888,8596,4648,1817,633,345,2291,2106,1813,1670,1357,1283,1176,5219,3601,2889,2336,1754,854,369,141,96,12466,246779693,123899,53044,1665,1512
817,,2009,"ASR_DIS","Disorderly Conduct",12923,247547472,296252,97116,18177,15979,14757,18250,16075,13940,12405,48359,31632,25194,24554,24858,16826,8564,3781,2901,6425,5640,5293,5670,4899,4492,4023,15955,10865,9787,8900,7771,4261,1778,722,635,12466,246779693,258047,122312,3261,7528
818,,2009,"ASR_DRG","Drug Abuse Violations",12923,247547472,969124,227312,71846,72570,64799,56048,50375,46651,43075,175708,112467,81614,69038,59712,38256,17555,6443,2967,12440,13446,12510,11656,10463,10130,9554,40571,27589,23836,22340,18700,9358,3360,986,373,12466,246779693,768796,408310,8336,7456
819,,2009,"ASR_DRK","Drunkenness",12923,247547472,398339,78443,10478,12381,12531,18201,16438,15499,14689,60931,44414,39557,42894,46584,34901,17613,7136,4092,2449,2837,2644,3525,3186,3078,2722,11599,8674,8809,10151,10028,5657,2065,710,309,12466,246779693,391996,71379,2783,8399
820,,2009,"ASR_DUI","Drive Under the Influence",12923,247547472,887610,259979,17587,24989,28389,39535,40453,39775,38826,165216,115238,94994,83285,79234,56767,33230,17549,12543,5425,7586,8768,13267,13045,12627,11565,46097,31182,27863,27564,26246,15780,7431,3355,2178,12466,246779693,984741,124810,14872,14890
821,,2009,"ASR_EMB","Embezzlement",12923,247547472,6866,7201,373,443,459,424,329,276,296,1141,749,728,560,499,292,177,77,43,344,500,395,388,344,286,305,1161,900,803,652,510,337,153,78,45,12466,246779693,9224,4377,254,75
822,,2009,"ASR_FAM","Offenses Against the Family and Children",12923,247547472,66574,22115,1240,1264,1396,1792,1743,1912,2085,11464,11366,10758,8869,6815,3558,1380,559,373,513,582,672,769,852,937,1014,4792,4064,3199,2187,1377,685,274,108,90,12466,246779693,59157,26607,639,1645
823,,2009,"ASR_FOR","Forgery and Counterfeiting",12923,247547472,41700,25474,1344,1840,1973,1808,1773,1765,1752,8273,6160,4851,3884,3036,1843,859,326,213,758,1095,1241,1120,1055,1073,1125,5197,4106,3166,2469,1687,865,324,138,55,12466,246779693,44691,21080,755,337
824,,2009,"ASR_FRD","Fraud",12923,247547472,95043,73509,2676,3371,3677,3435,3400,3266,3284,16090,13419,12159,10622,8783,5630,2837,1387,1007,1492,2011,2427,2288,2437,2440,2503,13387,11873,11057,8794,5952,3463,1727,928,730,12466,246779693,112997,51662,1537,1307
825,,2009,"ASR_GAM","Gambling",12923,247547472,5880,892,555,535,473,377,317,255,220,839,456,397,327,368,233,221,136,171,42,54,68,13,14,14,16,70,54,79,85,105,101,73,58,46,12466,246779693,2248,4240,236,27
826,,2009,"ASR_HOM","Murder and Nonnegligent Homicide",12923,247547472,8078,986,660,589,574,536,443,410,390,1513,857,615,438,409,263,151,115,115,39,47,44,60,44,39,45,180,130,87,111,72,49,19,11,9,12466,246779693,4515,4327,91,95
827,,2009,"ASR_LIQ","Liquor Laws",12923,247547472,271382,96632,51784,58907,49450,8798,6228,5064,4200,16044,11502,10793,12638,14400,11149,6061,2667,1697,24891,25720,19827,2335,1532,1264,1025,3947,3055,3019,3298,3418,1875,826,341,259,12466,246779693,302023,45786,4821,12319
828,,2009,"ASR_LRC","Larceny",12923,247547472,468355,353648,41562,35155,28190,23563,19973,17792,16349,68666,48522,43470,42614,37988,24010,11450,5026,4025,33714,28325,22899,18965,16263,14871,13950,55759,38671,31755,27481,23085,14291,7167,3584,2868,12466,246779693,568002,228830,10540,11589
829,,2009,"ASR_MAN","Manslaughter by Negligence",12923,247547472,641,199,41,32,32,37,32,27,30,119,72,59,37,50,37,12,11,13,12,5,7,12,11,12,12,31,24,24,20,12,7,1,4,5,12466,246779693,636,166,15,19
830,,2009,"ASR_MVT","Motor Vehicle Theft",12923,247547472,40655,8950,3981,3263,2591,2267,1976,1825,1644,6857,4929,3916,3254,2316,1131,467,154,84,614,541,525,433,433,410,388,1834,1251,957,740,504,215,67,22,16,12466,246779693,31511,16628,681,594
831,,2009,"ASR_OTH","All Other Offenses",12923,247547472,2143081,657893,83741,98383,100499,101114,95108,90075,85956,374679,269067,222947,204965,185134,122483,60906,26111,21913,21854,27484,28979,29958,28520,27977,27257,121142,90875,77960,67247,53602,28876,12232,5387,8543,12466,246779693,1846081,862251,34374,41740
832,,2009,"ASR_PRS","Prostitution and Commercialized Vice",12923,247547472,17069,38722,204,368,412,419,538,563,515,2772,2359,2184,2081,1693,1311,770,430,450,1385,1933,1949,1817,1739,1623,1414,6300,4804,5153,4959,3596,1533,396,91,30,12466,246779693,31418,22474,1401,425
833,,2009,"ASR_ROB","Robbery",12923,247547472,67064,9537,8659,7328,5820,4630,3907,3372,2824,10752,6162,4655,3852,2830,1432,560,186,95,892,795,691,593,549,511,437,1732,1045,820,697,470,204,66,23,12,12466,246779693,35869,39241,716,616
834,,2009,"ASR_RPE","Rape",12923,247547472,14736,188,866,820,763,736,627,597,491,2341,1961,1691,1395,1070,648,357,212,161,10,12,15,17,3,11,7,32,18,24,20,8,5,6,,,12466,246779693,9841,4632,224,159
835,,2009,"ASR_SEX","Sex Offenses",12923,247547472,46465,4277,2185,2162,1921,1876,1645,1456,1391,6033,5047,4981,4947,4590,3302,2048,1307,1574,252,268,241,197,186,171,179,680,533,511,426,343,154,83,37,16,12466,246779693,37528,11651,745,636
836,,2009,"ASR_STP","Stolen Property",12923,247547472,54465,14733,4604,4274,3535,2989,2581,2443,2124,9208,6518,5177,4594,3322,1854,746,300,196,945,902,837,806,759,704,639,2883,2011,1526,1253,835,390,152,57,34,12466,246779693,44675,23171,610,546
837,,2009,"ASR_SUS","Suspicion",12923,247547472,1015,404,85,79,60,56,54,46,42,181,102,91,76,64,38,25,11,5,17,25,23,29,22,22,20,64,47,51,26,23,21,9,2,3,12466,246779693,638,770,6,1
838,,2009,"ASR_VAG","Vagrancy",12923,247547472,19312,5089,1114,839,710,657,551,498,454,1923,1597,1662,2258,2758,2268,1227,515,281,297,316,247,179,124,134,112,551,510,697,695,649,370,139,44,25,12466,246779693,13167,10474,178,535
839,,2009,"ASR_VAN","Vandalism",12923,247547472,115299,29360,12333,9901,7889,7467,6255,5642,5097,19315,12137,8658,7447,6353,3670,1713,767,655,2126,2041,1760,1784,1598,1389,1332,5242,3427,2787,2307,1903,959,388,177,140,12466,246779693,104589,35494,1558,2521
840,,2009,"ASR_WEAP","Weapons",12923,247547472,97848,7958,8409,7488,6554,6051,5413,4937,4559,18124,10770,7399,5916,4980,3467,1885,1051,845,518,457,460,439,398,391,348,1444,950,743,676,544,302,163,66,59,12466,246779693,59934,43943,892,751
785,,2008,"ASR_ARSON","Arson",12302,240194764,4937,1166,437,398,289,283,243,207,155,706,526,387,406,370,250,150,75,55,49,48,44,42,39,35,40,174,149,149,149,113,73,28,16,18,11876,239340967,4560,1380,59,87
786,,2008,"ASR_AST","Aggravated Assault",12302,240194764,232051,62371,10441,10692,10167,10467,10051,9883,9399,41582,29576,25150,22411,19366,11606,5871,2908,2481,2652,2782,2697,2711,2709,2639,2519,10990,8110,7598,6770,5329,2815,1178,513,359,11876,239340967,189706,96234,3474,4087
787,,2008,"ASR_AST_SMP","Simple Assault",12302,240194764,648169,202481,24628,24751,25047,27236,26744,26592,25731,117885,86348,77173,67996,56701,32845,15371,6981,6140,10206,10149,9718,9843,9354,8930,8106,35001,25549,23974,20983,15997,8370,3451,1570,1280,11876,239340967,566063,258856,9959,12637
788,,2008,"ASR_BRG","Burglary",12302,240194764,150412,27391,17627,13996,10599,8629,7404,6467,5658,23254,14876,13274,11904,9226,4787,1747,605,359,2121,2026,1673,1420,1291,1222,1077,4793,3304,2918,2483,1719,827,318,124,75,11876,239340967,121287,52816,1522,1566
789,,2008,"ASR_DIS","Disorderly Conduct",12302,240194764,302634,94265,18759,16314,15192,18916,16928,14728,12747,50036,31267,26907,26040,24765,15997,7799,3540,2699,6185,5398,5044,5584,4847,4353,3800,15178,10583,9740,9188,7667,3893,1582,678,545,11876,239340967,260611,123866,3244,7290
790,,2008,"ASR_DRG","Drug Abuse Violations",12302,240194764,973111,226098,72678,71945,63292,56294,50666,46281,42509,174758,107969,84231,74085,63802,38463,17348,5985,2805,12229,12496,11744,10791,10221,9726,8913,38964,26495,25565,24933,19839,9578,3330,926,348,11876,239340967,755237,424501,8332,7342
791,,2008,"ASR_DRK","Drunkenness",12302,240194764,401412,76485,10967,12175,12288,18701,17253,16170,14843,61986,43705,41429,44647,46414,33391,16594,6790,4059,2375,2555,2444,3592,3096,2849,2608,11024,8194,9214,10508,9892,5374,1818,635,307,11876,239340967,393413,71312,2595,8707
792,,2008,"ASR_DUI","Drive Under the Influence",12302,240194764,902950,246549,19072,26625,30386,41978,42843,42682,39946,169678,114537,96500,85831,78925,54417,31338,16170,12022,5560,7642,8569,12586,12826,12030,10684,43371,28120,27136,27241,24879,14333,6689,2950,1933,11876,239340967,998664,114947,14848,15294
793,,2008,"ASR_EMB","Embezzlement",12302,240194764,7690,8438,617,636,540,454,415,364,280,1207,899,702,640,420,271,121,64,60,576,651,607,499,420,363,349,1324,1003,844,720,531,286,182,52,31,11876,239340967,10381,5268,266,89
794,,2008,"ASR_FAM","Offenses Against the Family and Children",12302,240194764,64747,21668,1274,1354,1436,1636,1684,1871,1895,11158,10755,10734,8971,6431,3270,1378,549,351,557,617,708,787,864,922,906,4681,3589,3213,2238,1437,664,273,127,85,11876,239340967,56885,26190,592,1627
795,,2008,"ASR_FOR","Forgery and Counterfeiting",12302,240194764,43245,26857,1603,2074,2198,1931,1793,1884,1728,8372,5940,5231,4170,3192,1837,767,322,203,891,1160,1274,1097,1136,1111,1130,5668,4038,3490,2626,1869,912,303,91,61,11876,239340967,47496,21127,766,321
796,,2008,"ASR_FRD","Fraud",12302,240194764,101237,81006,3033,3683,3924,3645,3674,3535,3395,17142,14207,13163,11532,9133,5726,2939,1415,1091,1674,2516,2691,2591,2718,2808,2760,14972,12932,12196,9314,6643,3704,1882,887,718,11876,239340967,122891,55493,1403,1366
797,,2008,"ASR_GAM","Gambling",12302,240194764,5918,603,618,513,511,375,303,295,236,885,505,394,321,323,210,178,119,132,14,27,29,15,12,12,10,66,48,75,57,63,54,51,39,31,11876,239340967,1698,4546,237,21
798,,2008,"ASR_HOM","Murder and Nonnegligent Homicide",12302,240194764,8161,1019,613,694,614,501,472,442,375,1567,831,645,485,351,244,166,79,82,60,61,51,45,40,59,44,170,114,128,89,77,43,19,9,10,11876,239340967,4471,4492,94,96
799,,2008,"ASR_LIQ","Liquor Laws",12302,240194764,292396,98365,56576,61863,52232,10121,7114,5703,4639,17513,12544,12091,14107,15762,11461,6304,2642,1724,25946,25210,19450,2532,1660,1330,1161,4268,3106,3291,3618,3586,1854,794,328,231,11876,239340967,321801,50268,4326,11221
800,,2008,"ASR_LRC","Larceny",12302,240194764,449490,302877,39756,32539,25609,21241,18821,16580,14933,64343,46262,44944,43915,38367,23109,10857,4477,3737,29536,23825,19314,15625,13917,12410,11290,47157,32223,28665,25332,20277,12058,5880,2901,2467,11876,239340967,517587,213216,9131,9769
801,,2008,"ASR_MAN","Manslaughter by Negligence",12302,240194764,783,173,43,51,35,37,44,41,38,148,96,47,54,50,37,27,15,20,4,3,5,11,8,7,11,30,19,14,28,19,7,1,3,3,11876,239340967,752,176,19,7
802,,2008,"ASR_MVT","Motor Vehicle Theft",12302,240194764,47612,10223,4687,3643,2974,2621,2206,2070,1882,8138,5594,4897,4033,2800,1285,481,186,115,749,615,561,488,487,452,472,2014,1395,1235,886,573,203,57,18,18,11876,239340967,36020,20374,687,565
803,,2008,"ASR_OTH","All Other Offenses",12302,240194764,2134583,627436,86136,98001,98527,101054,95576,90869,84135,369438,258596,228623,214153,189456,118959,58544,24749,17767,21543,25319,27045,27507,27350,26643,25586,114029,84189,79188,69869,52901,26659,11059,4622,3927,11876,239340967,1823303,852949,34028,37818
804,,2008,"ASR_PRS","Prostitution and Commercialized Vice",12302,240194764,18042,40364,285,371,439,484,585,585,565,3032,2659,2302,2078,1792,1268,761,411,425,1557,1962,2032,1818,1861,1588,1520,6508,5007,5588,5310,3691,1479,351,69,23,11876,239340967,32741,23562,1520,475
805,,2008,"ASR_ROB","Robbery",12302,240194764,65696,9373,8787,7334,5619,4389,3549,3162,2734,10324,5897,4824,4016,2892,1419,519,153,78,887,888,699,567,550,451,417,1614,995,859,693,461,195,65,15,17,11876,239340967,34266,39433,619,589
806,,2008,"ASR_RPE","Rape",12302,240194764,14773,169,852,859,758,724,645,585,522,2418,1886,1679,1474,1047,630,351,163,180,3,10,8,11,7,7,10,25,23,30,15,15,3,1,1,,11876,239340967,9868,4627,218,179
807,,2008,"ASR_SEX","Sex Offenses",12302,240194764,46784,4179,2233,2006,1801,1857,1646,1572,1353,6219,5245,5061,5121,4559,3228,2037,1335,1511,291,252,207,201,179,180,170,637,499,491,443,341,188,54,32,14,11876,239340967,37795,11716,713,570
808,,2008,"ASR_STP","Stolen Property",12302,240194764,56491,14717,4887,4324,3523,3003,2591,2467,2023,9505,6474,5708,5016,3622,1986,828,339,195,968,932,747,760,753,688,649,2762,2019,1648,1261,850,411,179,55,35,11876,239340967,45048,24869,558,534
809,,2008,"ASR_SUS","Suspicion",12302,240194764,830,222,91,67,44,50,52,45,30,136,79,69,51,47,40,15,7,7,25,18,5,11,8,5,11,30,23,22,21,21,11,4,5,2,11876,239340967,480,540,6,14
810,,2008,"ASR_VAG","Vagrancy",12302,240194764,18363,5043,999,733,631,575,449,456,432,1749,1465,1830,2489,2748,2039,1089,432,247,252,255,228,127,123,114,115,618,558,666,756,633,389,131,55,23,11876,239340967,13388,9364,119,494
811,,2008,"ASR_VAN","Vandalism",12302,240194764,113592,27489,13056,10101,7834,7600,6350,5383,4926,18666,11092,8974,7514,5945,3356,1469,703,623,2186,1920,1630,1669,1466,1324,1179,4837,3020,2678,2373,1697,880,359,145,126,11876,239340967,103330,33393,1450,2395
812,,2008,"ASR_WEAP","Weapons",12302,240194764,102299,7578,9213,8190,6849,6510,5932,5423,4820,18745,10531,7624,6086,5315,3459,1866,945,791,532,473,398,407,368,354,350,1346,888,752,638,536,293,128,60,55,11876,239340967,60892,46952,959,791
757,,2007,"ASR_ARSON","Arson",12363,235465952,5096,1191,484,388,282,244,210,192,152,753,550,484,449,417,235,127,71,58,60,40,43,48,47,37,39,181,150,150,137,129,65,39,16,10,11916,234827513,4590,1558,48,73
758,,2007,"ASR_AST","Aggravated Assault",12363,235465952,231686,61559,10270,10330,9975,10633,9965,9613,9491,41673,29416,26073,23704,18802,11161,5463,2685,2432,2540,2614,2690,2722,2656,2532,2519,10755,8095,7635,7163,5181,2607,1062,415,373,11916,234827513,189942,95304,3303,3959
759,,2007,"ASR_AST_SMP","Simple Assault",12363,235465952,642981,195980,24078,24265,24665,26899,27100,26096,25700,115489,85884,78823,70953,55571,30605,14418,6526,5909,9692,9417,9201,9577,9043,8352,7966,33714,24799,24042,21424,15249,7570,3260,1462,1212,11916,234827513,559762,254249,9829,12428
760,,2007,"ASR_BRG","Burglary",12363,235465952,145789,26869,15741,12362,9857,8066,6947,6122,5593,22422,15031,14346,12962,9443,4468,1613,539,277,1956,1859,1604,1439,1180,1141,1115,4589,3345,3115,2550,1706,798,289,111,72,11916,234827513,120075,49192,1465,1606
761,,2007,"ASR_DIS","Disorderly Conduct",12363,235465952,305585,94252,19116,16775,15502,19898,17309,15069,13521,50470,30597,27661,27502,24315,14826,7301,3178,2545,6275,5520,4988,5611,4739,4154,3972,15069,10452,10189,9738,7251,3571,1474,686,563,11916,234827513,263934,124237,2967,6903
762,,2007,"ASR_DRG","Drug Abuse Violations",12363,235465952,1028256,245566,74312,73120,66380,59499,53874,48722,45618,182715,111863,93240,84275,69562,39859,16750,5694,2773,12654,13319,12208,11915,11004,10179,9927,41129,28834,29897,29414,21529,9330,3033,857,337,11916,234827513,802478,451926,8752,7743
763,,2007,"ASR_DRK","Drunkenness",12363,235465952,381175,71344,10749,12080,12316,18504,17227,15437,14739,58148,40377,39272,43990,43780,30070,14539,6111,3836,2433,2547,2383,3333,2942,2603,2403,9942,7487,8943,10462,8939,4429,1677,553,268,11916,234827513,376604,63080,2447,8765
764,,2007,"ASR_DUI","Drive Under the Influence",12363,235465952,854998,223039,19423,27007,30447,42710,42333,41027,40019,158933,105906,90669,82574,72641,48483,28062,13964,10800,5329,7259,7974,12248,11794,10662,9955,37650,24682,24596,26035,22549,12395,5684,2525,1702,11916,234827513,945785,99892,13086,14319
765,,2007,"ASR_EMB","Embezzlement",12363,235465952,7712,8523,612,598,519,457,447,344,293,1133,816,792,685,509,273,144,56,34,618,629,579,516,450,361,351,1353,955,920,721,569,291,141,47,22,11916,234827513,10408,5432,255,89
766,,2007,"ASR_FAM","Offenses Against the Family and Children",12363,235465952,66320,21912,1325,1353,1453,1738,1684,1794,2104,11321,11008,11100,9567,6561,3231,1236,503,342,535,628,717,779,833,933,982,4659,3693,3360,2358,1349,613,256,127,90,11916,234827513,59702,25919,552,1649
767,,2007,"ASR_FOR","Forgery and Counterfeiting",12363,235465952,48208,30259,1682,2192,2246,2057,2112,2151,2122,9488,7032,5924,4774,3332,1837,784,298,177,934,1371,1270,1244,1188,1260,1309,6208,4768,4250,3248,1892,816,327,113,61,11916,234827513,54202,22691,931,401
768,,2007,"ASR_FRD","Fraud",12363,235465952,106998,87220,2899,3737,3980,3674,3867,3715,3703,18080,15140,14793,12687,9612,5747,2962,1428,974,1796,2521,2796,2988,2943,2997,3225,16124,14585,13232,10118,6842,3810,1778,837,628,11916,234827513,133853,56813,1386,1325
769,,2007,"ASR_GAM","Gambling",12363,235465952,7023,820,678,635,507,436,404,324,299,1039,580,444,411,344,263,261,169,229,30,42,56,15,21,15,16,52,62,86,96,97,81,68,38,45,11916,234827513,2304,5322,185,19
770,,2007,"ASR_HOM","Murder and Nonnegligent Homicide",12363,235465952,8408,992,713,667,567,569,512,438,421,1632,851,617,463,377,268,159,78,76,48,44,45,46,52,56,48,173,127,96,111,75,38,19,5,9,11916,234827513,4514,4679,106,85
771,,2007,"ASR_LIQ","Liquor Laws",12363,235465952,289763,96989,58142,62802,52517,10182,7218,5554,4839,17386,11681,11889,13800,14562,10062,5418,2223,1488,25389,24826,19441,2541,1761,1274,1100,4320,3003,3417,3856,3142,1723,647,325,224,11916,234827513,322344,45457,4173,11756
772,,2007,"ASR_LRC","Larceny",12363,235465952,421926,267158,34474,28184,22390,19424,16981,15191,13999,59858,44074,46526,46134,36748,21058,9745,3935,3205,24473,19485,16073,13270,11716,10406,9886,41445,29457,27681,24470,18604,10545,5164,2402,2081,11916,234827513,473039,196387,8296,9057
773,,2007,"ASR_MAN","Manslaughter by Negligence",12363,235465952,864,234,57,49,51,45,55,40,43,149,74,82,77,43,42,23,18,16,8,12,7,7,11,15,13,46,34,28,20,11,10,7,2,3,11916,234827513,873,197,14,13
774,,2007,"ASR_MVT","Motor Vehicle Theft",12363,235465952,57393,12768,5335,4351,3589,3150,2898,2605,2507,10162,6802,6049,4835,2986,1304,512,190,118,853,790,723,699,663,600,597,2542,1688,1532,1122,622,235,64,21,17,11916,234827513,44853,23511,932,718
775,,2007,"ASR_OTH","All Other Offenses",12363,235465952,2168931,636569,85498,98258,100348,103528,97589,90681,87260,373298,261577,242827,229924,190680,113260,54218,22708,17277,21383,25582,26417,28041,27086,26174,25837,113320,86021,84619,74316,52835,25919,10567,4444,4008,11916,234827513,1867371,856129,34370,38235
776,,2007,"ASR_PRS","Prostitution and Commercialized Vice",12363,235465952,19337,41360,287,383,469,564,586,655,656,3110,2797,2667,2371,1873,1274,773,435,437,1629,2004,1833,1822,1673,1536,1381,6400,5489,6334,5907,3555,1362,338,53,44,11916,234827513,35261,23196,1598,552
777,,2007,"ASR_ROB","Robbery",12363,235465952,63760,8917,8080,6725,5170,4207,3561,3039,2674,9993,6037,5144,4275,2875,1268,461,158,93,792,737,607,520,439,384,411,1563,1081,914,749,453,171,64,20,12,11916,234827513,33361,38143,585,486
778,,2007,"ASR_RPE","Rape",12363,235465952,14987,144,854,811,757,786,619,565,560,2396,1941,1836,1517,1077,606,339,161,162,9,7,11,9,4,4,4,23,27,11,15,12,2,4,1,1,11916,234827513,9745,4931,207,190
779,,2007,"ASR_SEX","Sex Offenses",12363,235465952,48461,4499,2235,2120,1888,1834,1679,1496,1465,6475,5331,5667,5517,4696,3200,2030,1350,1478,287,285,230,205,193,172,192,693,494,582,502,375,192,57,22,18,11916,234827513,39017,12541,722,559
780,,2007,"ASR_STP","Stolen Property",12363,235465952,60917,16001,4987,4344,3656,3167,2868,2603,2454,10308,7220,6386,5564,3947,2010,812,344,247,951,1017,918,831,797,751,697,3016,2125,1861,1482,930,398,137,56,34,11916,234827513,49655,25784,679,613
781,,2007,"ASR_SUS","Suspicion",12363,235465952,1028,259,87,86,60,51,64,52,44,151,108,95,81,69,45,21,7,7,21,20,7,17,9,10,8,54,34,28,20,14,10,4,,3,11916,234827513,722,548,14,1
782,,2007,"ASR_VAG","Vagrancy",12363,235465952,18245,4929,969,771,604,647,490,457,425,1946,1551,1953,2500,2644,1766,934,380,208,215,183,180,165,116,128,138,578,561,768,798,625,329,91,35,19,11916,234827513,13444,9094,105,483
783,,2007,"ASR_VAN","Vandalism",12363,235465952,114517,27506,12446,10041,7943,7466,6430,5497,5047,18749,11402,9306,8043,6157,3219,1494,656,621,2153,1957,1544,1581,1521,1234,1202,4699,3141,2781,2472,1729,837,382,150,123,11916,234827513,103892,33859,1420,2315
784,,2007,"ASR_WEAP","Weapons",12363,235465952,104309,8055,9184,8348,7079,6777,6280,5384,5056,19054,10661,7905,6465,5242,3289,1855,913,817,542,495,416,458,385,353,334,1460,949,854,768,535,295,125,53,33,11916,234827513,63840,46438,1046,819
729,,2006,"ASR_ARSON","Arson",11745,228414560,5118,1264,514,411,297,261,219,179,168,670,543,522,443,406,249,129,63,44,77,69,47,40,33,44,34,163,154,149,179,138,73,39,14,11,11360,228003319,4670,1555,74,69
730,,2006,"ASR_AST","Aggravated Assault",11745,228414560,232380,59178,10191,10156,10198,10560,10317,9952,9721,41171,29503,26576,24840,18510,10674,5152,2457,2402,2381,2615,2493,2598,2436,2547,2500,10309,7797,7648,7140,4790,2286,940,381,317,11360,228003319,187531,96258,3299,3739
731,,2006,"ASR_AST_SMP","Simple Assault",11745,228414560,622732,186788,23396,23501,23971,26523,25799,25938,25325,110869,83886,77839,70964,52403,27462,13399,5859,5598,9235,8911,8856,9010,8360,7925,7786,31436,24185,23633,21466,13983,6771,2885,1259,1087,11360,228003319,541824,243425,9460,12194
732,,2006,"ASR_BRG","Burglary",11745,228414560,141088,26028,15073,12186,9236,7881,6682,5939,5402,21949,14820,14118,12998,8645,4057,1400,428,274,1922,1627,1482,1321,1303,1133,1066,4459,3164,3209,2615,1619,681,251,98,78,11360,228003319,117189,46678,1388,1516
733,,2006,"ASR_DIS","Disorderly Conduct",11745,228414560,293880,89358,18788,16847,15718,19583,16706,14867,13118,46962,29188,27025,27570,22751,13110,6392,2876,2379,5942,5178,4960,5226,4458,4035,3644,13765,10034,10135,9612,6831,3156,1295,582,505,11360,228003319,249834,122315,2944,6260
734,,2006,"ASR_DRG","Drug Abuse Violations",11745,228414560,1027365,246078,71418,72450,65955,58934,53283,49932,46596,179416,112094,97403,90303,69210,36958,15803,4964,2646,12262,12840,12490,11503,10703,10296,9976,40169,29637,32008,31277,20952,8433,2580,678,274,11360,228003319,802586,451519,8762,7473
735,,2006,"ASR_DRK","Drunkenness",11745,228414560,353074,63259,10108,11396,11797,17614,15776,14856,13300,51138,37349,37266,42955,40898,26205,13189,5552,3675,2105,2103,2054,2873,2536,2304,2110,8161,6475,8497,10229,8058,3669,1413,452,220,11360,228003319,348896,56112,2285,7868
736,,2006,"ASR_DUI","Drive Under the Influence",11745,228414560,844014,211264,19930,27454,31392,42599,42210,41391,39017,154556,104055,89500,83730,70851,46621,27243,12866,10599,5382,7149,7842,11741,10821,10190,9392,34075,22937,24271,26431,21066,11132,5068,2182,1585,11360,228003319,928220,96799,12114,13662
737,,2006,"ASR_EMB","Embezzlement",11745,228414560,6717,7657,585,546,456,434,361,328,232,985,738,721,574,391,182,110,40,34,595,632,546,462,388,344,295,1181,906,803,659,415,231,137,50,13,11360,228003319,9464,4542,221,76
738,,2006,"ASR_FAM","Offenses Against the Family and Children",11745,228414560,69546,21987,1295,1339,1494,1744,1878,1975,2130,12065,11780,11597,10301,6772,3107,1243,489,337,512,619,715,829,906,924,989,4487,3753,3401,2517,1346,584,223,99,83,11360,228003319,60784,28019,565,1700
739,,2006,"ASR_FOR","Forgery and Counterfeiting",11745,228414560,48200,31320,1796,2200,2332,2140,2094,2110,2110,9283,6844,6119,4869,3466,1626,701,283,227,950,1322,1414,1357,1291,1366,1315,6349,5023,4275,3379,2054,752,308,95,70,11360,228003319,55559,22317,965,425
740,,2006,"ASR_FRD","Fraud",11745,228414560,114837,95366,3023,3865,4236,4184,3964,4175,4089,19506,16771,16214,13958,9987,5543,2962,1342,1018,1858,2761,3354,3385,3309,3589,3669,17903,15917,14457,11041,6930,3864,1848,769,712,11360,228003319,144381,62289,1332,1238
741,,2006,"ASR_GAM","Gambling",11745,228414560,6766,867,760,594,521,465,378,296,289,1018,549,458,355,308,250,201,143,181,46,38,57,41,15,12,19,88,74,92,98,111,71,55,23,27,11360,228003319,2277,5043,285,11
742,,2006,"ASR_HOM","Murder and Nonnegligent Homicide",11745,228414560,8121,1053,658,628,593,495,475,410,430,1551,904,603,498,366,219,149,63,79,34,50,62,57,57,67,37,180,119,125,101,80,35,24,8,17,11360,228003319,4374,4577,99,106
743,,2006,"ASR_LIQ","Liquor Laws",11745,228414560,289519,94365,56932,61945,52890,10349,7016,5822,4821,16914,12007,12542,14796,14430,9866,5296,2337,1556,24410,23944,19115,2595,1675,1323,1033,4016,3033,3430,3986,3013,1588,714,271,219,11360,228003319,319161,46936,4375,10702
744,,2006,"ASR_LRC","Larceny",11745,228414560,392399,226417,30522,24874,20812,17659,15267,14292,13434,55174,42246,46024,44564,33940,18573,8494,3392,3132,18476,15296,12877,10896,9507,8747,8201,34158,26265,25418,22363,16431,9135,4554,2075,2018,11360,228003319,427392,174640,7104,7757
745,,2006,"ASR_MAN","Manslaughter by Negligence",11745,228414560,966,259,47,66,74,56,45,37,43,165,104,83,72,70,34,21,20,29,18,12,4,18,11,15,10,52,28,31,22,16,6,3,3,10,11360,228003319,990,201,17,11
746,,2006,"ASR_MVT","Motor Vehicle Theft",11745,228414560,63558,13929,5885,4878,4107,3601,3274,2979,2755,10986,7704,6749,5214,3203,1383,539,169,132,976,839,787,752,668,663,663,2724,1940,1696,1288,605,204,83,20,21,11360,228003319,51014,24561,1021,756
747,,2006,"ASR_OTH","All Other Offenses",11745,228414560,2140743,624878,84004,97399,100759,102455,96456,91937,88166,363756,259951,245775,234586,184458,103298,49924,20900,16919,20788,24530,26700,27701,26532,25998,25607,109932,85086,85654,75771,50244,23068,9341,3904,4022,11360,228003319,1846750,838205,32062,37227
